Sector Name	Sector Carrier Name	Switch ID	CGI	Carrier Id	Vendor	Antenna 1	Antenna 2	Antenna 3	MCC	MNC	PCI	LTE Mode	TAC	DL Bandwidth	DL RB	UL Bandwidth	UL RB	DL Channel	UL Channel	Cell Radius	Cell Size	Cell Total Power	Reference Signal Power	PSS Power	SSS Power	PBCH Power	PCFICH Power	Qrxlevmin	QQualMin	SIntraSearch	Preamble cyclic shift	Root Sequence Index	IoT Type	A2 RSRP	A2 RSRQ	B1 UMTS RSCP	B1 UMTS EcNo	B1 GSM RSSI	B2 UMTS RSCP	B2 UMTS EcNo	B2 GSM RSSI	B2 UMTS RSRP	B2 UMTS RSRQ	B2 GSM RSRP	B2 GSM RSRQ	Provisioning Params
LF_KO_E_F3_OM_KSBSC_C	1019-921496-13-1	765979	404031235902989	1366	ZTE	LF_KO_E_F3_OM_KSBSC_C/1			404	31	98	FDD	14	5.0	25	5.0	25	1366	19366	0.55	Outdoor Macro	49.0	18.2	1.5	1.5	0.0	1.0	-124	-19	44	8	424	Non IoT	-138.0	-15.0	-90.0	-10.0	-95.0	-86.0	-8.0	-47.0	-138.0	-11.0	-138.0	-11.0	Network/PLMN=ZTE_NRM_ROOT|Area=1019|eNB(physical)=1496|eNB(logical)=1496|cell=13|Local Cell id=13|mcc=404|mnc=31|earfcnDl=1821.6|earfcnUl=1726.6|freqBand=3|TAC=14|bandWidthDl=2|bandWidthUl=2
LF_KO_E_F8_OM_KSBSA_A	1019-921496-21-1	765995	404031235902997	3620	ZTE	LF_KO_E_F8_OM_KSBSA_A/1			404	31	96	FDD	14	3.0	15	3.0	15	3620	21620	0.55	Outdoor Macro	46.0	17.4	1.5	1.5	0.0	1.0	-124	-19	44	10	524	Non IoT	-138.0	-15.0	-90.0	-10.0	-95.0	-86.0	-8.0	-47.0	-138.0	-11.0	-138.0	-11.0	Network/PLMN=ZTE_NRM_ROOT|Area=1019|eNB(physical)=1496|eNB(logical)=1496|cell=21|Local Cell id=21|mcc=404|mnc=31|earfcnDl=942.0|earfcnUl=897.0|freqBand=8|TAC=14|bandWidthDl=1|bandWidthUl=1
LF_KO_E_F8_OM_KSBSB_B	1019-921496-22-1	765997	404031235902998	3620	ZTE	LF_KO_E_F8_OM_KSBSB_B/1			404	31	97	FDD	14	3.0	15	3.0	15	3620	21620	0.55	Outdoor Macro	46.0	17.4	1.5	1.5	0.0	1.0	-124	-19	44	10	790	Non IoT	-138.0	-15.0	-90.0	-10.0	-95.0	-86.0	-8.0	-47.0	-138.0	-11.0	-138.0	-11.0	Network/PLMN=ZTE_NRM_ROOT|Area=1019|eNB(physical)=1496|eNB(logical)=1496|cell=22|Local Cell id=22|mcc=404|mnc=31|earfcnDl=942.0|earfcnUl=897.0|freqBand=8|TAC=14|bandWidthDl=1|bandWidthUl=1
LF_KO_E_F8_OM_KSBSC_C	1019-921496-23-1	765999	404031235902999	3620	ZTE	LF_KO_E_F8_OM_KSBSC_C/1			404	31	98	FDD	14	3.0	15	3.0	15	3620	21620	0.55	Outdoor Macro	46.0	17.4	1.5	1.5	0.0	1.0	-124	-19	44	10	760	Non IoT	-138.0	-15.0	-90.0	-10.0	-95.0	-86.0	-8.0	-47.0	-138.0	-11.0	-138.0	-11.0	Network/PLMN=ZTE_NRM_ROOT|Area=1019|eNB(physical)=1496|eNB(logical)=1496|cell=23|Local Cell id=23|mcc=404|mnc=31|earfcnDl=942.0|earfcnUl=897.0|freqBand=8|TAC=14|bandWidthDl=1|bandWidthUl=1
LF_KO_E_F3_OM_KYTLA_A	1020-921704-1-1	872451	404031235956225	1366	ZTE	LF_KO_E_F3_OM_KYTLA_A/1			404	31	285	FDD	14	5.0	25	5.0	25	1366	19366	0.55	Outdoor Macro	49.0	18.2	1.5	1.5	0.0	1.0	-124	-19	44	8	668	Non IoT	-138.0	-15.0	-90.0	-10.0	-95.0	-86.0	-8.0	-47.0	-138.0	-11.0	-138.0	-11.0	Network/PLMN=ZTE_NRM_ROOT|Area=1020|eNB(physical)=1704|eNB(logical)=1704|cell=1|Local Cell id=1|mcc=404|mnc=31|earfcnDl=1821.6|earfcnUl=1726.6|freqBand=3|TAC=14|bandWidthDl=2|bandWidthUl=2
LF_KO_E_F3_OM_KYTLB_B	1020-921704-2-1	872453	404031235956226	1366	ZTE	LF_KO_E_F3_OM_KYTLB_B/1			404	31	286	FDD	14	5.0	25	5.0	25	1366	19366	0.55	Outdoor Macro	49.0	18.2	1.5	1.5	0.0	1.0	-124	-19	44	8	672	Non IoT	-138.0	-15.0	-90.0	-10.0	-95.0	-86.0	-8.0	-47.0	-138.0	-11.0	-138.0	-11.0	Network/PLMN=ZTE_NRM_ROOT|Area=1020|eNB(physical)=1704|eNB(logical)=1704|cell=2|Local Cell id=2|mcc=404|mnc=31|earfcnDl=1821.6|earfcnUl=1726.6|freqBand=3|TAC=14|bandWidthDl=2|bandWidthUl=2
LF_KO_E_F3_OM_KYTLC_C	1020-921704-3-1	872455	404031235956227	1366	ZTE	LF_KO_E_F3_OM_KYTLC_C/1			404	31	287	FDD	14	5.0	25	5.0	25	1366	19366	0.55	Outdoor Macro	49.0	18.2	1.5	1.5	0.0	1.0	-124	-19	44	8	676	Non IoT	-138.0	-15.0	-90.0	-10.0	-95.0	-86.0	-8.0	-47.0	-138.0	-11.0	-138.0	-11.0	Network/PLMN=ZTE_NRM_ROOT|Area=1020|eNB(physical)=1704|eNB(logical)=1704|cell=3|Local Cell id=3|mcc=404|mnc=31|earfcnDl=1821.6|earfcnUl=1726.6|freqBand=3|TAC=14|bandWidthDl=2|bandWidthUl=2
LF_KO_E_F8_OM_KYTLA_A	1020-921704-21-1	872491	404031235956245	3620	ZTE	LF_KO_E_F8_OM_KYTLA_A/1			404	31	285	FDD	14	3.0	15	3.0	15	3620	21620	0.55	Outdoor Macro	46.0	21.2	1.5	1.5	0.0	1.0	-124	-19	44	8	521	Non IoT	-138.0	-15.0	-90.0	-10.0	-95.0	-86.0	-8.0	-47.0	-138.0	-11.0	-138.0	-11.0	Network/PLMN=ZTE_NRM_ROOT|Area=1020|eNB(physical)=1704|eNB(logical)=1704|cell=4|Local Cell id=21|mcc=404|mnc=31|earfcnDl=942.0|earfcnUl=897.0|freqBand=8|TAC=14|bandWidthDl=1|bandWidthUl=1
LF_KO_E_F8_OM_KYTLB_B	1020-921704-22-1	872493	404031235956246	3620	ZTE	LF_KO_E_F8_OM_KYTLB_B/1			404	31	286	FDD	14	3.0	15	3.0	15	3620	21620	0.55	Outdoor Macro	46.0	21.2	1.5	1.5	0.0	1.0	-124	-19	44	8	308	Non IoT	-138.0	-15.0	-90.0	-10.0	-95.0	-86.0	-8.0	-47.0	-138.0	-11.0	-138.0	-11.0	Network/PLMN=ZTE_NRM_ROOT|Area=1020|eNB(physical)=1704|eNB(logical)=1704|cell=5|Local Cell id=22|mcc=404|mnc=31|earfcnDl=942.0|earfcnUl=897.0|freqBand=8|TAC=14|bandWidthDl=1|bandWidthUl=1
LF_KO_E_F8_OM_KYTLC_C	1020-921704-23-1	872495	404031235956247	3620	ZTE	LF_KO_E_F8_OM_KYTLC_C/1			404	31	287	FDD	14	3.0	15	3.0	15	3620	21620	0.55	Outdoor Macro	46.0	21.2	1.5	1.5	0.0	1.0	-124	-19	44	8	780	Non IoT	-138.0	-15.0	-90.0	-10.0	-95.0	-86.0	-8.0	-47.0	-138.0	-11.0	-138.0	-11.0	Network/PLMN=ZTE_NRM_ROOT|Area=1020|eNB(physical)=1704|eNB(logical)=1704|cell=6|Local Cell id=23|mcc=404|mnc=31|earfcnDl=942.0|earfcnUl=897.0|freqBand=8|TAC=14|bandWidthDl=1|bandWidthUl=1
LF_KO_E_F3_OM_MAGAA_A	1018-921955-11-1	1000983	404031236020491	1366	ZTE	LF_KO_E_F3_OM_MAGAA_A/1			404	31	66	FDD	14	5.0	25	5.0	25	1366	19366	0.55	Outdoor Macro	49.0	18.2	1.5	1.5	0.0	1.0	-124	-19	44	8	416	Non IoT	-138.0	-15.0	-90.0	-10.0	-95.0	-86.0	-8.0	-47.0	-138.0	-11.0	-138.0	-11.0	Network/PLMN=ZTE_NRM_ROOT|Area=1018|eNB(physical)=1955|eNB(logical)=1955|cell=11|Local Cell id=11|mcc=404|mnc=31|earfcnDl=1821.6|earfcnUl=1726.6|freqBand=3|TAC=14|bandWidthDl=2|bandWidthUl=2
LF_KO_E_F3_OM_MAGAB_B	1018-921955-12-1	1000985	404031236020492	1366	ZTE	LF_KO_E_F3_OM_MAGAB_B/1			404	31	67	FDD	14	5.0	25	5.0	25	1366	19366	0.55	Outdoor Macro	49.0	18.2	1.5	1.5	0.0	1.0	-124	-19	44	8	420	Non IoT	-138.0	-15.0	-90.0	-10.0	-95.0	-86.0	-8.0	-47.0	-138.0	-11.0	-138.0	-11.0	Network/PLMN=ZTE_NRM_ROOT|Area=1018|eNB(physical)=1955|eNB(logical)=1955|cell=12|Local Cell id=12|mcc=404|mnc=31|earfcnDl=1821.6|earfcnUl=1726.6|freqBand=3|TAC=14|bandWidthDl=2|bandWidthUl=2
LF_KO_E_F3_OM_MAGAC_C	1018-921955-13-1	1000987	404031236020493	1366	ZTE	LF_KO_E_F3_OM_MAGAC_C/1			404	31	68	FDD	14	5.0	25	5.0	25	1366	19366	0.55	Outdoor Macro	49.0	18.2	1.5	1.5	0.0	1.0	-124	-19	44	8	424	Non IoT	-138.0	-15.0	-90.0	-10.0	-95.0	-86.0	-8.0	-47.0	-138.0	-11.0	-138.0	-11.0	Network/PLMN=ZTE_NRM_ROOT|Area=1018|eNB(physical)=1955|eNB(logical)=1955|cell=13|Local Cell id=13|mcc=404|mnc=31|earfcnDl=1821.6|earfcnUl=1726.6|freqBand=3|TAC=14|bandWidthDl=2|bandWidthUl=2
LF_KO_E_F8_OM_MAGAA_A	1018-921955-21-1	1001003	404031236020501	3620	ZTE	LF_KO_E_F8_OM_MAGAA_A/1			404	31	66	FDD	14	3.0	15	3.0	15	3620	21620	0.55	Outdoor Macro	46.0	17.4	1.5	1.5	0.0	1.0	-124	-19	44	10	111	Non IoT	-138.0	-15.0	-90.0	-10.0	-95.0	-86.0	-8.0	-47.0	-138.0	-11.0	-138.0	-11.0	Network/PLMN=ZTE_NRM_ROOT|Area=1018|eNB(physical)=1955|eNB(logical)=1955|cell=21|Local Cell id=21|mcc=404|mnc=31|earfcnDl=942.0|earfcnUl=897.0|freqBand=8|TAC=14|bandWidthDl=1|bandWidthUl=1
LF_KO_E_F8_OM_MAGAB_B	1018-921955-22-1	1001005	404031236020502	3620	ZTE	LF_KO_E_F8_OM_MAGAB_B/1			404	31	67	FDD	14	3.0	15	3.0	15	3620	21620	0.55	Outdoor Macro	46.0	17.4	1.5	1.5	0.0	1.0	-124	-19	44	10	677	Non IoT	-138.0	-15.0	-90.0	-10.0	-95.0	-86.0	-8.0	-47.0	-138.0	-11.0	-138.0	-11.0	Network/PLMN=ZTE_NRM_ROOT|Area=1018|eNB(physical)=1955|eNB(logical)=1955|cell=22|Local Cell id=22|mcc=404|mnc=31|earfcnDl=942.0|earfcnUl=897.0|freqBand=8|TAC=14|bandWidthDl=1|bandWidthUl=1
LF_KO_E_F8_OM_MAGAC_C	1018-921955-23-1	1001007	404031236020503	3620	ZTE	LF_KO_E_F8_OM_MAGAC_C/1			404	31	68	FDD	14	3.0	15	3.0	15	3620	21620	0.55	Outdoor Macro	46.0	17.4	1.5	1.5	0.0	1.0	-124	-19	44	10	168	Non IoT	-138.0	-15.0	-90.0	-10.0	-95.0	-86.0	-8.0	-47.0	-138.0	-11.0	-138.0	-11.0	Network/PLMN=ZTE_NRM_ROOT|Area=1018|eNB(physical)=1955|eNB(logical)=1955|cell=23|Local Cell id=23|mcc=404|mnc=31|earfcnDl=942.0|earfcnUl=897.0|freqBand=8|TAC=14|bandWidthDl=1|bandWidthUl=1
LF_KO_E_F3_OM_MANTA_A	1017-911148-1-1	451587	404031233253889	1366	ZTE	LF_KO_E_F3_OM_MANTA_A/1			404	31	54	FDD	14	5.0	25	5.0	25	1366	19366	9.8	Outdoor Macro	49.0	21.2	1.5	1.5	0.0	1.0	-124	-19	44	8	52	Non IoT	-138.0	-15.0	-90.0	-10.0	-95.0	-86.0	-8.0	-47.0	-138.0	-11.0	-138.0	-11.0	Network/PLMN=ZTE_NRM_ROOT|Area=1017|eNB(physical)=882|eNB(logical)=882|cell=1|Local Cell id=1|mcc=404|mnc=31|earfcnDl=1821.6|earfcnUl=1726.6|freqBand=3|TAC=14|bandWidthDl=2|bandWidthUl=2
LF_KO_E_F3_OM_MANTB_B	1017-911148-2-1	451589	404031233253890	1366	ZTE	LF_KO_E_F3_OM_MANTB_B/1			404	31	55	FDD	14	5.0	25	5.0	25	1366	19366	9.8	Outdoor Macro	49.0	21.2	1.5	1.5	0.0	1.0	-124	-19	44	8	56	Non IoT	-138.0	-15.0	-90.0	-10.0	-95.0	-86.0	-8.0	-47.0	-138.0	-11.0	-138.0	-11.0	Network/PLMN=ZTE_NRM_ROOT|Area=1017|eNB(physical)=882|eNB(logical)=882|cell=2|Local Cell id=2|mcc=404|mnc=31|earfcnDl=1821.6|earfcnUl=1726.6|freqBand=3|TAC=14|bandWidthDl=2|bandWidthUl=2
LF_KO_E_F3_OM_MANTC_C	1017-911148-3-1	451591	404031233253891	1366	ZTE	LF_KO_E_F3_OM_MANTC_C/1			404	31	56	FDD	14	5.0	25	5.0	25	1366	19366	9.8	Outdoor Macro	49.0	21.2	1.5	1.5	0.0	1.0	-124	-19	44	8	60	Non IoT	-138.0	-15.0	-90.0	-10.0	-95.0	-86.0	-8.0	-47.0	-138.0	-11.0	-138.0	-11.0	Network/PLMN=ZTE_NRM_ROOT|Area=1017|eNB(physical)=882|eNB(logical)=882|cell=3|Local Cell id=3|mcc=404|mnc=31|earfcnDl=1821.6|earfcnUl=1726.6|freqBand=3|TAC=14|bandWidthDl=2|bandWidthUl=2
LF_KO_E_F8_OM_MANTA_A	1017-911148-21-1	451627	404031233253909	3620	ZTE	LF_KO_E_F8_OM_MANTA_A/1			404	31	54	FDD	14	3.0	15	3.0	15	3620	21620	0.55	Outdoor Macro	46.0	21.2	1.5	1.5	0.0	1.0	-124	-19	44	10	716	Non IoT	-138.0	-15.0	-90.0	-10.0	-95.0	-86.0	-8.0	-47.0	-138.0	-11.0	-138.0	-11.0	Network/PLMN=ZTE_NRM_ROOT|Area=1017|eNB(physical)=882|eNB(logical)=882|cell=21|Local Cell id=21|mcc=404|mnc=31|earfcnDl=942.0|earfcnUl=897.0|freqBand=8|TAC=14|bandWidthDl=1|bandWidthUl=1
LF_KO_E_F8_OM_MANTB_B	1017-911148-22-1	451629	404031233253910	3620	ZTE	LF_KO_E_F8_OM_MANTB_B/1			404	31	55	FDD	14	3.0	15	3.0	15	3620	21620	0.55	Outdoor Macro	46.0	21.2	1.5	1.5	0.0	1.0	-124	-19	44	10	572	Non IoT	-138.0	-15.0	-90.0	-10.0	-95.0	-86.0	-8.0	-47.0	-138.0	-11.0	-138.0	-11.0	Network/PLMN=ZTE_NRM_ROOT|Area=1017|eNB(physical)=882|eNB(logical)=882|cell=22|Local Cell id=22|mcc=404|mnc=31|earfcnDl=942.0|earfcnUl=897.0|freqBand=8|TAC=14|bandWidthDl=1|bandWidthUl=1
LF_KO_E_F8_OM_MANTC_C	1017-911148-23-1	451631	404031233253911	3620	ZTE	LF_KO_E_F8_OM_MANTC_C/1			404	31	56	FDD	14	3.0	15	3.0	15	3620	21620	0.55	Outdoor Macro	46.0	21.2	1.5	1.5	0.0	1.0	-124	-19	44	10	229	Non IoT	-138.0	-15.0	-90.0	-10.0	-95.0	-86.0	-8.0	-47.0	-138.0	-11.0	-138.0	-11.0	Network/PLMN=ZTE_NRM_ROOT|Area=1017|eNB(physical)=882|eNB(logical)=882|cell=23|Local Cell id=23|mcc=404|mnc=31|earfcnDl=942.0|earfcnUl=897.0|freqBand=8|TAC=14|bandWidthDl=1|bandWidthUl=1
LF_KO_E_F3_OM_MAZLA_A	1017-920422-11-1	216087	404031235628043	1366	ZTE	LF_KO_E_F3_OM_MAZLA_A/1			404	31	190	FDD	14	5.0	25	5.0	25	1366	19366	0.55	Outdoor Macro	49.0	18.2	1.5	1.5	0.0	1.0	-124	-19	44	8	138	Non IoT	-138.0	-15.0	-90.0	-10.0	-95.0	-86.0	-8.0	-47.0	-138.0	-11.0	-138.0	-11.0	Network/PLMN=ZTE_NRM_ROOT|Area=1017|eNB(physical)=422|eNB(logical)=422|cell=11|Local Cell id=11|mcc=404|mnc=31|earfcnDl=1821.6|earfcnUl=1726.6|freqBand=3|TAC=14|bandWidthDl=2|bandWidthUl=2
LF_KO_E_F3_OM_MAZLB_B	1017-920422-12-1	216089	404031235628044	1366	ZTE	LF_KO_E_F3_OM_MAZLB_B/1			404	31	191	FDD	14	5.0	25	5.0	25	1366	19366	0.55	Outdoor Macro	49.0	18.2	1.5	1.5	0.0	1.0	-124	-19	44	8	146	Non IoT	-138.0	-15.0	-90.0	-10.0	-95.0	-86.0	-8.0	-47.0	-138.0	-11.0	-138.0	-11.0	Network/PLMN=ZTE_NRM_ROOT|Area=1017|eNB(physical)=422|eNB(logical)=422|cell=12|Local Cell id=12|mcc=404|mnc=31|earfcnDl=1821.6|earfcnUl=1726.6|freqBand=3|TAC=14|bandWidthDl=2|bandWidthUl=2
LF_KO_E_F3_OM_MAZLC_C	1017-920422-13-1	216091	404031235628045	1366	ZTE	LF_KO_E_F3_OM_MAZLC_C/1			404	31	192	FDD	14	5.0	25	5.0	25	1366	19366	0.55	Outdoor Macro	49.0	18.2	1.5	1.5	0.0	1.0	-124	-19	44	8	154	Non IoT	-138.0	-15.0	-90.0	-10.0	-95.0	-86.0	-8.0	-47.0	-138.0	-11.0	-138.0	-11.0	Network/PLMN=ZTE_NRM_ROOT|Area=1017|eNB(physical)=422|eNB(logical)=422|cell=13|Local Cell id=13|mcc=404|mnc=31|earfcnDl=1821.6|earfcnUl=1726.6|freqBand=3|TAC=14|bandWidthDl=2|bandWidthUl=2
LF_KO_ZQ_F8_OM_MAZLA_A	1017-920422-21-1	216107	404031235628053	3620	ZTE	LF_KO_ZQ_F8_OM_MAZLA_A/1			404	31	190	FDD	14	3.0	15	3.0	15	3620	21620	0.55	Outdoor Macro	46.0	17.4	1.5	1.5	0.0	1.0	-124	-19	44	10	826	Non IoT	-138.0	-15.0	-90.0	-10.0	-95.0	-86.0	-8.0	-47.0	-138.0	-11.0	-138.0	-11.0	Network/PLMN=ZTE_NRM_ROOT|Area=1017|eNB(physical)=422|eNB(logical)=422|cell=21|Local Cell id=21|mcc=404|mnc=31|earfcnDl=942.0|earfcnUl=897.0|freqBand=8|TAC=14|bandWidthDl=1|bandWidthUl=1
LF_KO_ZQ_F8_OM_MAZLB_B	1017-920422-22-1	216109	404031235628054	3620	ZTE	LF_KO_ZQ_F8_OM_MAZLB_B/1			404	31	191	FDD	14	3.0	15	3.0	15	3620	21620	0.55	Outdoor Macro	46.0	17.4	1.5	1.5	0.0	1.0	-124	-19	44	10	583	Non IoT	-138.0	-15.0	-90.0	-10.0	-95.0	-86.0	-8.0	-47.0	-138.0	-11.0	-138.0	-11.0	Network/PLMN=ZTE_NRM_ROOT|Area=1017|eNB(physical)=422|eNB(logical)=422|cell=22|Local Cell id=22|mcc=404|mnc=31|earfcnDl=942.0|earfcnUl=897.0|freqBand=8|TAC=14|bandWidthDl=1|bandWidthUl=1
LF_KO_ZQ_F8_OM_MAZLC_C	1017-920422-23-1	216111	404031235628055	3620	ZTE	LF_KO_ZQ_F8_OM_MAZLC_C/1			404	31	192	FDD	14	3.0	15	3.0	15	3620	21620	0.55	Outdoor Macro	46.0	17.4	1.5	1.5	0.0	1.0	-124	-19	44	10	767	Non IoT	-138.0	-15.0	-90.0	-10.0	-95.0	-86.0	-8.0	-47.0	-138.0	-11.0	-138.0	-11.0	Network/PLMN=ZTE_NRM_ROOT|Area=1017|eNB(physical)=422|eNB(logical)=422|cell=23|Local Cell id=23|mcc=404|mnc=31|earfcnDl=942.0|earfcnUl=897.0|freqBand=8|TAC=14|bandWidthDl=1|bandWidthUl=1
LF_KO_E_F3_OM_MJGPA_A	1017-913279-1-1	1773059	404031233799425	1366	ZTE	LF_KO_E_F3_OM_MJGPA_A/1			404	31	402	FDD	14	5.0	25	5.0	25	1366	19366	0.55	Outdoor Macro	49.0	21.2	1.5	1.5	0.0	1.0	-124	-19	44	8	172	Non IoT	-138.0	-15.0	-90.0	-10.0	-95.0	-86.0	-8.0	-47.0	-138.0	-11.0	-138.0	-11.0	Network/PLMN=ZTE_NRM_ROOT|Area=1017|eNB(physical)=3463|eNB(logical)=3463|cell=1|Local Cell id=1|mcc=404|mnc=31|earfcnDl=1821.6|earfcnUl=1726.6|freqBand=3|TAC=14|bandWidthDl=2|bandWidthUl=2
LF_KO_E_F3_OM_MJGPB_B	1017-913279-2-1	1773061	404031233799426	1366	ZTE	LF_KO_E_F3_OM_MJGPB_B/1			404	31	403	FDD	14	5.0	25	5.0	25	1366	19366	0.55	Outdoor Macro	49.0	21.2	1.5	1.5	0.0	1.0	-124	-19	44	8	176	Non IoT	-138.0	-15.0	-90.0	-10.0	-95.0	-86.0	-8.0	-47.0	-138.0	-11.0	-138.0	-11.0	Network/PLMN=ZTE_NRM_ROOT|Area=1017|eNB(physical)=3463|eNB(logical)=3463|cell=2|Local Cell id=2|mcc=404|mnc=31|earfcnDl=1821.6|earfcnUl=1726.6|freqBand=3|TAC=14|bandWidthDl=2|bandWidthUl=2
LF_KO_E_F3_OM_MJGPC_C	1017-913279-3-1	1773063	404031233799427	1366	ZTE	LF_KO_E_F3_OM_MJGPC_C/1			404	31	404	FDD	14	5.0	25	5.0	25	1366	19366	0.55	Outdoor Macro	49.0	21.2	1.5	1.5	0.0	1.0	-124	-19	44	8	180	Non IoT	-138.0	-15.0	-90.0	-10.0	-95.0	-86.0	-8.0	-47.0	-138.0	-11.0	-138.0	-11.0	Network/PLMN=ZTE_NRM_ROOT|Area=1017|eNB(physical)=3463|eNB(logical)=3463|cell=3|Local Cell id=3|mcc=404|mnc=31|earfcnDl=1821.6|earfcnUl=1726.6|freqBand=3|TAC=14|bandWidthDl=2|bandWidthUl=2
LF_KO_E_F8_OM_MJGPA_A	1017-913279-21-1	1773099	404031233799445	3620	ZTE	LF_KO_E_F8_OM_MJGPA_A/1			404	31	402	FDD	14	3.0	15	3.0	15	3620	21620	0.55	Outdoor Macro	46.0	21.2	1.5	1.5	0.0	1.0	-124	-19	44	10	371	Non IoT	-138.0	-15.0	-90.0	-10.0	-95.0	-86.0	-8.0	-47.0	-138.0	-11.0	-138.0	-11.0	Network/PLMN=ZTE_NRM_ROOT|Area=1017|eNB(physical)=3463|eNB(logical)=3463|cell=21|Local Cell id=21|mcc=404|mnc=31|earfcnDl=942.0|earfcnUl=897.0|freqBand=8|TAC=14|bandWidthDl=1|bandWidthUl=1
LF_KO_E_F8_OM_MJGPB_B	1017-913279-22-1	1773101	404031233799446	3620	ZTE	LF_KO_E_F8_OM_MJGPB_B/1			404	31	403	FDD	14	3.0	15	3.0	15	3620	21620	0.55	Outdoor Macro	46.0	17.4	1.5	1.5	0.0	1.0	-124	-19	44	10	655	Non IoT	-138.0	-15.0	-90.0	-10.0	-95.0	-86.0	-8.0	-47.0	-138.0	-11.0	-138.0	-11.0	Network/PLMN=ZTE_NRM_ROOT|Area=1017|eNB(physical)=3463|eNB(logical)=3463|cell=22|Local Cell id=22|mcc=404|mnc=31|earfcnDl=942.0|earfcnUl=897.0|freqBand=8|TAC=14|bandWidthDl=1|bandWidthUl=1
LF_KO_E_F8_OM_MJGPC_C	1017-913279-23-1	1773103	404031233799447	3620	ZTE	LF_KO_E_F8_OM_MJGPC_C/1			404	31	404	FDD	14	3.0	15	3.0	15	3620	21620	0.55	Outdoor Macro	46.0	21.2	1.5	1.5	0.0	1.0	-124	-19	44	10	113	Non IoT	-138.0	-15.0	-90.0	-10.0	-95.0	-86.0	-8.0	-47.0	-138.0	-11.0	-138.0	-11.0	Network/PLMN=ZTE_NRM_ROOT|Area=1017|eNB(physical)=3463|eNB(logical)=3463|cell=23|Local Cell id=23|mcc=404|mnc=31|earfcnDl=942.0|earfcnUl=897.0|freqBand=8|TAC=14|bandWidthDl=1|bandWidthUl=1
LF_KO_E_F3_OM_NLRRA_A	1017-92519-1-1	1289731	404031023684865	1366	ZTE	LF_KO_E_F3_OM_NLRRA_A/1			404	31	86	FDD	14	5.0	25	5.0	25	1366	19366	0.55	Outdoor Macro	49.0	18.2	1.5	1.5	0.0	1.0	-124	-19	44	8	560	Non IoT	-138.0	-15.0	-90.0	-10.0	-95.0	-86.0	-8.0	-47.0	-138.0	-11.0	-138.0	-11.0	Network/PLMN=ZTE_NRM_ROOT|Area=1017|eNB(physical)=2519|eNB(logical)=2519|cell=1|Local Cell id=1|mcc=404|mnc=31|earfcnDl=1821.6|earfcnUl=1726.6|freqBand=3|TAC=14|bandWidthDl=2|bandWidthUl=2
LF_KO_E_F3_OM_NLRRB_B	1017-92519-2-1	1289733	404031023684866	1366	ZTE	LF_KO_E_F3_OM_NLRRB_B/1			404	31	84	FDD	14	5.0	25	5.0	25	1366	19366	0.55	Outdoor Macro	49.0	18.2	1.5	1.5	0.0	1.0	-124	-19	44	8	556	Non IoT	-138.0	-15.0	-90.0	-10.0	-95.0	-86.0	-8.0	-47.0	-138.0	-11.0	-138.0	-11.0	Network/PLMN=ZTE_NRM_ROOT|Area=1017|eNB(physical)=2519|eNB(logical)=2519|cell=2|Local Cell id=2|mcc=404|mnc=31|earfcnDl=1821.6|earfcnUl=1726.6|freqBand=3|TAC=14|bandWidthDl=2|bandWidthUl=2
LF_KO_E_F3_OM_NLRRC_C	1017-92519-3-1	1289735	404031023684867	1366	ZTE	LF_KO_E_F3_OM_NLRRC_C/1			404	31	85	FDD	14	5.0	25	5.0	25	1366	19366	0.55	Outdoor Macro	49.0	18.2	1.5	1.5	0.0	1.0	-124	-19	44	8	300	Non IoT	-138.0	-15.0	-90.0	-10.0	-95.0	-86.0	-8.0	-47.0	-138.0	-11.0	-138.0	-11.0	Network/PLMN=ZTE_NRM_ROOT|Area=1017|eNB(physical)=2519|eNB(logical)=2519|cell=3|Local Cell id=3|mcc=404|mnc=31|earfcnDl=1821.6|earfcnUl=1726.6|freqBand=3|TAC=14|bandWidthDl=2|bandWidthUl=2
LF_KO_E_F8_OM_NLRRA_A	1017-92519-21-1	1289771	404031023684885	3620	ZTE	LF_KO_E_F8_OM_NLRRA_A/1			404	31	86	FDD	14	3.0	15	3.0	15	3620	21620	0.55	Outdoor Macro	46.0	17.4	1.5	1.5	0.0	1.0	-124	-19	44	10	174	Non IoT	-138.0	-15.0	-90.0	-10.0	-95.0	-86.0	-8.0	-47.0	-138.0	-11.0	-138.0	-11.0	Network/PLMN=ZTE_NRM_ROOT|Area=1017|eNB(physical)=2519|eNB(logical)=2519|cell=21|Local Cell id=21|mcc=404|mnc=31|earfcnDl=942.0|earfcnUl=897.0|freqBand=8|TAC=14|bandWidthDl=1|bandWidthUl=1
