Technology	RNC Name	RNC Id	NodeB Name	NodeB Id	ENB ID	NodeB Longitude	NodeB Latitude	Sector Name	Active	Noise Figure	AntennaID	Antenna Model	Sector Keywords	Antenna Longitude	Antenna Latitude	Height	Mechanical DownTilt	Azimuth	Downlink Loss	Uplink Loss	RTT fix A Coefficient	RTT fix B Coefficient	RET ID	In Building	Cable Lengths(Calculated)	Sector Height Level(Calculated)
LTE	14	14	LT_819332	819332	819332	88.29555	22.49637	LT_KO_E_T2_OM_HMRDB_B	true	5.0	LT_KO_E_T2_OM_HMRDB_B/1	HWXXX-6516DS-VTM_Asset/HWXXX-6516DS-VTM_Port 1 +45_03DT_2110		88.29555	22.49637	50.0	3.0	130	0.0	0.0	0.0	0.0		false		Overground
LTE	14	14	LT_819332	819332	819332	88.29555	22.49637	LT_KO_E_T2_OM_HMRDC_C	true	5.0	LT_KO_E_T2_OM_HMRDC_C/1	HWXXX-6516DS-VTM_Asset/HWXXX-6516DS-VTM_Port 1 +45_03DT_2110		88.29555	22.49637	50.0	3.0	250	0.0	0.0	0.0	0.0		false		Overground
LTE	14	14	LT_HRDT	820396	820396	88.3269	22.48842	LT_KO_E_T2_OM_HRDTA_A	true	5.0	LT_KO_E_T2_OM_HRDTA_A/1	RV365D-M/RV365D-M_Port 4 -45_02DT_2300		88.3269	22.48842	12.0	2.0	90	0.0	0.0	0.0	0.0		false		Overground
LTE	14	14	LT_HRDT	820396	820396	88.3269	22.48842	LT_KO_E_T2_OM_HRDTB_B	true	5.0	LT_KO_E_T2_OM_HRDTB_B/1	RV365D-M/RV365D-M_Port 4 -45_02DT_2300		88.3269	22.48842	12.0	2.0	200	0.0	0.0	0.0	0.0		false		Overground
LTE	14	14	LT_HRDT	820396	820396	88.3269	22.48842	LT_KO_E_T2_OM_HRDTC_C	true	5.0	LT_KO_E_T2_OM_HRDTC_C/1	RV365D-M/RV365D-M_Port 4 -45_02DT_2300		88.3269	22.48842	12.0	2.0	280	0.0	0.0	0.0	0.0		false		Overground
LTE	14	14	LT_819547	819547	819547	88.22376	22.41077	LT_KO_E_T2_OM_HTBRA_A	true	5.0	LT_KO_E_T2_OM_HTBRA_A/1	CVVPX310M1_Asset/CVVPX310M1_Port 1 +45_03DT_0935		88.22376	22.41077	30.0	2.0	20	0.0	0.0	0.0	0.0		false		Overground
LTE	14	14	LT_819547	819547	819547	88.22376	22.41077	LT_KO_E_T2_OM_HTBRB_B	true	5.0	LT_KO_E_T2_OM_HTBRB_B/1	CVVPX310M1_Asset/CVVPX310M1_Port 1 +45_03DT_0935		88.22376	22.41077	30.0	2.0	120	0.0	0.0	0.0	0.0		false		Overground
LTE	14	14	LT_819547	819547	819547	88.22376	22.41077	LT_KO_E_T2_OM_HTBRC_C	true	5.0	LT_KO_E_T2_OM_HTBRC_C/1	CVVPX310M1_Asset/CVVPX310M1_Port 1 +45_03DT_0935		88.22376	22.41077	30.0	2.0	220	0.0	0.0	0.0	0.0		false		Overground
LTE	14	14	LT_IIMI	820002	820002	0.0	0.0	LT_KO_E_T2_OM_IIMIA_A	true	5.0	LT_KO_E_T2_OM_IIMIA_A/1	dummy/dummy		0.0	0.0	N/A	N/A	N/A	0.0	0.0	0.0	0.0		false		Overground
LTE	14	14	LT_IIMI	820002	820002	0.0	0.0	LT_KO_E_T2_OM_IIMIB_B	true	5.0	LT_KO_E_T2_OM_IIMIB_B/1	dummy/dummy		0.0	0.0	N/A	N/A	N/A	0.0	0.0	0.0	0.0		false		Overground
LTE	14	14	LT_IIMI	820002	820002	0.0	0.0	LT_KO_E_T2_OM_IIMIC_C	true	5.0	LT_KO_E_T2_OM_IIMIC_C/1	dummy/dummy		0.0	0.0	N/A	N/A	N/A	0.0	0.0	0.0	0.0		false		Overground
LTE	14	14	LT_819151	819151	819151	88.3063	22.4432	LT_KO_E_T2_OM_IIMJA_A	true	5.0	LT_KO_E_T2_OM_IIMJA_A/1	RV365D-M/RV365D-M_Port 4 -45_02DT_2300		88.3063	22.4432	25.0	2.0	330	0.0	0.0	0.0	0.0		false		Overground
LTE	14	14	LT_819151	819151	819151	88.3063	22.4432	LT_KO_E_T2_OM_IIMJB_B	true	5.0	LT_KO_E_T2_OM_IIMJB_B/1	RV365D-M/RV365D-M_Port 4 -45_02DT_2300		88.3063	22.4432	25.0	2.0	90	0.0	0.0	0.0	0.0		false		Overground
LTE	14	14	LT_819151	819151	819151	88.3063	22.4432	LT_KO_E_T2_OM_IIMJC_C	true	5.0	LT_KO_E_T2_OM_IIMJC_C/1	RV365D-M/RV365D-M_Port 4 -45_02DT_2300		88.3063	22.4432	25.0	2.0	270	0.0	0.0	0.0	0.0		false		Overground
LTE	14	14	LT_JEMS	10755	10755	88.320001	22.498336	LT_KO_E_T2_OM_JEMSA_A	true	5.0	LT_KO_E_T2_OM_JEMSA_A/1	CVVPX310M1_Asset/CVVPX310M1_Port 1 +45_02DT_0942		88.320001	22.498336	6.0	0.0	350	0.0	0.0	0.0	0.0		false		Overground
